id,voted
618c1a4db45d12e33eefa283fb79f9d6,Labour
297080c5ff98ac3c5e3f0cfb01d35536,Conservative
8877984a63c9640ad6a4dec3ef934719,Conservative
e51433350283a3c454a379439f4bbfec,Labour
9c8524845be6e6bcece7e2e46aa8c875,Labour
bf59a016848f7a71e8af3e1ec6bc2a2d,Labour
62c7cec9d5ca94438886ebe3425ccfca,Other
2499c3ae1c5fbe1235abc56f9919de54,Labour
53c4cad779f9a90afb9bbed85252e1e2,Labour
f8570ffa78e41744ed3f880e4ca7780e,Conservative
ea3c2fdfbeb1cd362b6e370b054c96e5,Labour
061c1ceb4683404a860330eb15f60d55,Labour
e76dd9f046adcf6a4e965d2abdbc481e,Conservative
10a16dfa11edfc7ac554101b12ffde9b,Other
ed4f5d7391e01999322fdf1f2a9a786a,Conservative
a5431c571fc283e8c62e00a059f7b22c,Conservative
a98f8d0025e7ffbc418795e612e21a74,Labour
ea53ca95f0eea7bcb4e446db6ebff144,Conservative
f3e1ae26de1ad1d50a2f86e0035fa275,Labour
6f6958d9688dd880abbdd527f6a4125e,Conservative
898c839b6487e193a881efe1ab31ae93,Conservative
851525587e503bf2dc1d17c89466675e,Labour
75af9f71087402bb54ef0bedd02705c1,Conservative
e04dda94441f7f32cefbe7756e4e27c0,Conservative
3004629be06227adf7f82546511ac07c,Other
ce775d4c139301dca6c67bd306c02261,Conservative
1544ab339b63a0b968b9609443c5f9ff,Other
5d14ef47fb4aef57cbcf878a3b905a94,Conservative
fb38c54d4950e6a93b29c7fd5fd74379,Conservative
f42c80b48d6f78c5608245eba6dfb797,Conservative
046cce040144cf6d39422389804ca421,Conservative
d64bddc9f45e0caa7bcec629fd8e3042,Conservative
f2bd6963ac893800958e1e06289a8075,Labour
f108bb9a3a810473bc74c8feb8a0ea08,Labour
aaffc88514f3dd4b51355dcf304eb9e7,Labour
77cdb7de6162c48cba26ea9484af2f0a,Labour
24c0d42b275d72ba20817a0158912681,Labour
108f4324973f1889cb60c8b35dd8b2d2,Labour
c72fb9914d05f66ad957b60236d112c2,Labour
92ed16096448727b99b894bf6a5ab047,Conservative
2fdaf75c6dba29c893307cb478445579,Labour
c4078c4bfe9243559cdb156b9c576b43,Labour
bb47e5ebfabff10d635f5802f074eff7,Conservative
46381c92c082538baccae16d8c07f3b6,Labour
1f0a2106cd82f29ce342033b579c67cc,Conservative
9482a9af82fc05f93aa5158fb32a76d2,Conservative
c13257ca9913766ac01c2afe6ba7ebd5,Labour
33dcf2d0ce654b504f36a09bae41c5e0,Conservative
2b50fd4c12e4b8882b0212576a92924b,Labour
1705fabedd7a71f7db9affc0d837fe32,Labour
301a8a67f603b043313a8995bf2b5e79,Conservative
b8411f063b70244c63a18171ab9b5e7d,Conservative
54d7cb591bb307c7be14dabd96761871,Labour
4c9d09093028f6f9b94c0bf9895d2a53,Other
fba3712fb2f9b7935c786766031e221e,Labour
7c045b0df53988b3946a748694d69bd5,Other
a26b984cad18fff1ad2ca45d8b6c7eef,Conservative
abcbcee8b76c0d96b93bf675be570824,Conservative
9f93bcddf28fd3ebaa97b434788ab435,Labour
b1d0e2d073add373267cbf6f5253c282,Conservative
7221d11c9520c6b8797a3ce8108b7231,Labour
b65a9fdda5cc964b528a5a7cba6b68a1,Other
01d129b90ac3ca7f009a70b0a2fb3a23,Labour
830794cf494da8b808afb2994cfe0fee,Labour
a127b7c3ebdba866044badb5830a532a,Conservative
2445d2943c94ca0a574f9bd7b2c06222,Conservative
797940865dcdd68fa7f208fd9b7a26ef,Labour
52248850217e31fe9396c4911cc3f26f,Labour
e335e55e1d0af6cfb89942ed4f5efe22,Conservative
638dd4c30f634d076446da7f85e430fd,Conservative
7513e59af1d7fb52512dcc8ff4c7ea3c,Labour
9f5c4198a0e7311f6b4a01d65ad50363,Other
59e432620de141de604d0ad21489a7c8,Conservative
4672c28b5e6e05e8bcf0d46860eb2b4d,Conservative
2902573ab46b26e0fae496526744a86f,Labour
c228588f675733489fa2f7944013a171,Conservative
c3c10450c535e9c614058726c48df810,Labour
cf7815587555dd9f9648b1a0fd7bd855,Conservative
d4135271dee8f3aad6031c52f7ae6c66,Labour
543799d17ca6defb36afcecc8d96adf0,Labour
c29a9b0008e02687edc4abab4774a3b9,Labour
55aa26d5eacf6488f9dcc6541498e6ea,Conservative
be223b290a4f1d62be395915e08bb6e9,Conservative
06a57f13e2bc1d6ba49c74545a0aae95,Conservative
9663be756f547788e13d6a973e289e07,Conservative
4c3a8c2e5a1fdf352f286737a6dbe9f9,Conservative
ce7fcb9b8d0efec37ddf182c02b02b14,Labour
9d7051e2611cebdb758f1c7bd09360ac,Conservative
c40ee8b55e9be7128cdcdd2eb7cfd610,Conservative
3ff517edb9a16cf68f116f68a1d4ecae,Labour
6be2ab0c58589694477b2cdf14adc334,Labour
2e491d824f1b36f89e978c43dde58c87,Other
712ace6b933cce86f3221c1e93bc03fe,Labour
ce80e3a2a5cffdde16aa4170048b67af,Labour
838edd16b28f7e40c8cf77de3c8e39eb,Conservative
dc895505f2f9277512b468b820f66f43,Conservative
0a67a604f1ffcd42fdb5c914b28387c5,Labour
aab3c5785fa5a8254d05928d1e095753,Conservative
8bf199cc5f657f430678ea32f8cc3db8,Other
a08bf6a184a4526ed633bab154e663da,Labour
612e148c796fb9a5180002d42d8082d4,Labour
1aeec7da1eec61acf9a2744c5a1070e0,Labour
8ca596c5ab5c46c40a8f8f5e26588708,Conservative
41bef2e726e2f8b0760a6d1facbb8db3,Conservative
1155dbae80799df4ecba7f4b5227efda,Labour
1f6df5c1d77f9083cc1f26f19b9f0292,Labour
4745089b3ba8c01304f3756e3b84fe3b,Labour
471c672ddb11be6fc6ba697e1a423301,Labour
5894fff5ac87059c2f686c0359303da3,Conservative
b1dc36a59eb95d82dc94dfd4e19096d4,Labour
8225b08ca2744d221248483437ed3a3d,Conservative
5f662630391136de17f4705bb35be788,Conservative
1a2a3f2099f091df34d03d0cf8ee6e8b,Labour
100b05655da2b748685d223ab5257f24,Other
7ea3b27ada861db64d8f11e20fc27424,Conservative
d6f31db27bb669c3609b2b61f8c06874,Conservative
18fccbcee20afe4c71f1a57b3442d25f,Conservative
3c42699c5d11cbe6097ddf4b8483dd29,Conservative
ba333979103bf9600cb60f0c191d99ea,Conservative
2ada31fe193c3a8c3f18a2d15c64362c,Conservative
bfa624aa5ca2de1c4cddbbdd29a053c3,Labour
7f7cbf2a80fa1eda8ad1f564e9687f32,Conservative
94f9e61a920d34153069761ccc2bf7bb,Labour
4458a100b88e36c79d08691e4b4611e0,Labour
ac24c3cb2e448ed9726545d61711073a,Conservative
de371f14e49225949e5e947656a26f58,Labour
7d2084ee248b64b598d2ad7ea33255a0,Conservative
2e0eef17eff95ace4a95739c38e047d5,Conservative
c7f40510869a5d40cc44086769611918,Labour
90ae29d0d6c0f4d153e315c4cda5e4db,Other
cf954b5c68df14f640fafaaeef2d4f11,Labour
3f00c7b2ec04d5b2370fb531b6aba578,Labour
2e2e62a4e3fc5a6898298d12a1f3672b,Conservative
b07ac16a40488b9a2f0f5050404b89eb,Conservative
af0d3f7f30983b4a3799f48fdc5dcebf,Labour
f29e20d5613911c9600cdf4f324a44b4,Other
7386df04ab851eef6022286c69ea0c0b,Other
f6598dc1f7e38a0da41c3884b3c159f4,Labour
1571539d0d2fd84b4d850c7dbf819e4b,Conservative
18620c4aaafb4fd4b74d21ff15d98931,Labour
4154b4a31ad47fd6e951312870819143,Labour
199cce534fe91eab22bc7c07e0fa5935,Labour
dbdb141f8013e4ec4b3804d82503be88,Labour
2ae8aaaa5052430444c2a7fa2eb14e8f,Conservative
a10861807941c53547f8a7940b882da1,Conservative
763f3745dad3bb3222d7e87904b97ed1,Conservative
0130c26daae906299a7e9e54769972e6,Labour
4e6dd90b7a902c8a3baccca910d67256,Conservative
514ea7da706ce7fa7b60ea3881851059,Conservative
30522bdac85b3c3329f00aa2312850e9,Conservative
4a0e197e43a1e425fab86745334c78a7,Conservative
7b77a205c5acfd28ff71bcf3dbd6884b,Labour
8269bf1bf6d15767160b0921baca2ab4,Conservative
8ff6170aa6266a0293dfc717a5fffcfa,Conservative
46f71852837a8a2a3c8f0dd2d288fa9f,Labour
1d1fb8202d9bed3770cb765e36099c03,Conservative
0b68aa7f5f1e35c3fe4c307c706f7f28,Conservative
420ed9e76d1c042a2ddcf554afb5bae1,Conservative
8fe583429d1a8268b708b03a89084ffd,Other
f3ea609227849841ce01c2d55e39f512,Conservative
d9ed697dd1bbbcab3147c5bb40ba2b6e,Conservative
81f6587ac640b40bdd351a96ee471769,Labour
83640d1465a5e0a8a133e85ef2fc3cb3,Labour
c9fca3727850dec4cef62131d93b5761,Labour
386ff0526726cb3dcf630b6ff68f107e,Conservative
6866e5a33c303d06fd93176d7dbfb9f9,Labour
dbdca9e038c71bfc5ac8eefa002be6a9,Labour
c1c1792a3132db106f86bbe933bbe66d,Conservative
5e0774a2f6279c6b98354a64a9d73075,Labour
f7627356fb8bbfa48153d2d3490039d5,Other
bede5bfa50f83da1178e95eec811dd5f,Labour
6a3dc0a7bcaf3aeea866fed7741b662b,Labour
9c5e6b87303a5b41652497b1cb25a62c,Conservative
d58d678fdeab2be23f2645f67fed6189,Conservative
e402aad13e397f9d22c933fc2dc9df64,Conservative
4e9dff67e7124c7bcef21afff3c1715b,Conservative
5288e8495212219c9f9da12f050b7d8a,Labour
65490ca1daf3ee4746aeb7e14ef7bc44,Conservative
9f49bd52e8db357018af0e102cc87004,Conservative
4060f6253e5c55a7e2df14343aa108a6,Labour
6d7174523caf1f2d76357da252d494bb,Labour
687878f02d19720963abf908ce1e79f9,Conservative
e6c4821eef495de402d5da0f88f64f35,Conservative
9d006bbb06c19ea0783ade0c10b47138,Conservative
a3a66041798875f4af22d239b574bdb4,Labour
9d0b24328d4b21182868420bae1b4d16,Conservative
f2a94a1007053dc722f7db222c5caab1,Conservative
79f9894935949fd63fbd9387bdbac7e2,Labour
914da0595ebed6c0440b9acf891860b4,Labour
633465e11c4365ad24321053b1985ab2,Other
8b2ff9033ad795a52a6e3a9c89e2fc84,Labour
e665c695143451807c0ef58e556a350f,Labour
645284b109fa26b453fbe52d5c4a6cc8,Labour
ac45e858835e32f4306c944b1e7a30ea,Labour
e7f13715948b1a1fe38b964d3677b756,Conservative
9ecc4cca0430a8d0fd21c783c5635588,Conservative
1d190c266e6889488a753571d8b5b524,Labour
98e4403059c4986b4ea2b1059b340ac8,Labour
7c7a59486cd761426ea9b1acb02e0b2e,Conservative
353a4250f55aac46da2dbf5bfc8dbdca,Conservative
29186d841539035db90c3ac9cd162c09,Labour
8ac7c84280e7ef2e30c6eb293dfdf5e2,Labour
677d799df9e786712c4b5271afeab79d,Labour
f8471b060dd2096c0a6e0d77ca956fb4,Labour
15be782ba1f1cf92edf39e2cb89a3240,Other
8d28612527e9395040489a501d3c28cd,Conservative
b14a9b5ac173de04fda16223303c628e,Conservative
85d91185cd637962f4fc3458939c168c,Conservative
e7a05e88bc66d80ff67029ad677347ba,Conservative
a062791a226b219d288e08c33dc248ac,Conservative
cc3c95084cf3b5172ba30a00609a3c8c,Labour
13c97e7d3a79e1d6e64efc6ce76bbfa7,Conservative
ccec7cbad4bd25c8e6876727657b85f0,Conservative
ec49dd2e780b503131b3fdc03f316a61,Conservative
5c0bf67e5602ea664c29f1ff65de6a80,Labour
3ea88f0bf3a8d1c784d6f2246415f1b2,Labour
0c8d53bd21038961c610d0e22b27881f,Conservative
03e5e4d9f24882bf69b037ecb8aa4d1a,Other
f5693f32151703bf1cb68d11ba1cc914,Labour
581faa6108bbc86274cd168925b7cad8,Labour
a4c8cce42730e76ff2b78f71fce1ce3e,Labour
fd85ef5f3cec36d969316f78a8d30b1a,Conservative
6384b5d5e6dde2ca9f1fb38bff19e132,Labour
844e69ba7655d13e90075ff88b39b198,Labour
2fd3bb5543c100ba37b32de55635288d,Other
d3fae58c9f7aa7f436dc370469ff8ea9,Conservative
4f9b793e07fd8bd22fc058180ec5833b,Labour
46649c0e8fd3f0e388107fa32d58aefd,Labour
4c9b14dfae6fa1c5b2eca4495b2cd534,Conservative
8ccde1d113934e98618b7d1695247cd5,Labour
8405741c4a391afabb013188a9f30840,Conservative
bdd2dc0dd37fb513afffe10443441fc3,Conservative
760794f38ecdb2cf15ca6270b898293a,Labour
2dfec891630397d0e7f88df10e536e27,Conservative
aa53d2125b43786eaa0ce5ffaeaae2db,Labour
7a83945c3782572829826953693daf39,Labour
13bd2de0b89edcfb410da5bf9ad168d5,Labour
8ecf8423e1b5869ced129d24c4928abd,Conservative
89e24e8a57ce5474cdff2acd2990a2e0,Conservative
3495d0bc8d8a7dd1a018a62da98d80d9,Conservative
190b47a431a470ab90383bf1b6e67df9,Conservative
4dd96998ddebf7a4826cd6919cf5773c,Other
a1c6a6deb97733f293a156939c2caf66,Labour
0ae1e089aca63a8d0d4d36bb39235931,Labour
3652f56835db302893cca7379beb3d65,Other
156b3d1627849f82baf6b00f1bd0639d,Labour
018f6c765ab2bb03227a1c5ab7dd6e0f,Conservative
816bdecbb2705601ea0f1595e4d8520f,Labour
44a480e2c7d53b11bff781dd14488c67,Labour
2c125284818224703513551749833326,Labour
0ccbef70da4f8e1a7b2b776b4e66bbd5,Other
9495588fb1576fd1c19263d03d48cdb5,Labour
d52fdcfea396a90e355997b625926c9e,Labour
5445dfd31f12cbeaaa4b72a67bf1ea14,Conservative
c2c102bdfac0c0e1ade46c7ac9ef5d7e,Conservative
60dfeb8310c2e41686af93ad0680209c,Conservative
5ba1e697635070922dc10c266a9955de,Labour
cf0b55a52f8036bc84fc0432a20035db,Conservative
bec8418a62d07506b102623781d3b0d5,Labour
a0c18f64b2957a372ce9b0a1543a33d5,Labour
e478e0555f3a8c4c509538caeb36868b,Labour
b0e618a2c6d4d63d70f2fbcb37c3da0b,Conservative
ec5b82a5387c62d816b4854369c34dca,Labour
7f00f6b2509ebffa60d8a6f921e42bdf,Conservative
382488b4d71cf1db68641217a912843f,Other
f636eea2913ba504cfe553f6076e4647,Labour
77f93170e0ddd8b09524dc98a60780c5,Other
e47c7c9d7421235354b0520864d75ffa,Other
33228d9ca6b7b9f7080975163628823f,Conservative
275581c93b84cc95adfe8bb933cd9a6e,Conservative
bc6ce469f8745f07c0a846d06332b0b3,Conservative
7ff67120156bd4a048934b96d42033f4,Conservative
17237e4d1779278656dc42c2e0bdf1b3,Conservative
5a62eeb1a11e6e4d56e121a0ca3e8849,Labour
c01301e9f43552122aa1c1619a64e7e5,Labour
1334b6aa811667395ae01021b7b6f695,Labour
0a217e02d0c9aebfe2ab252ee8c44645,Labour
a07d80bbcdb1a2f05d96fc0a37f20244,Labour
ffff2df5ac5b779fd81e61d21c1af0cd,Conservative
2e0a7c005ff31fff2985dce4b518cada,Labour
8610f7b96c8e616c3c29eb9d878b42a7,Labour
0262ad5bd45577119106108b1621b009,Labour
d8db3c69ed0e7d51bde879ce3b8e31bd,Labour
a4a9c6c5131645755b27d1bc5eff05d0,Labour
97ed6950c2af5a0d37f9a7a60d19c4cf,Conservative
e80891537d5ca646ae36d839daa5662f,Labour
12cab938943a041bae54961958780096,Labour
c0200a2edcd6807d8e1cc22d359ccd9d,Conservative
d8734a0d988d2705820b0b20b4529d04,Labour
92b438b95cc3eee35c38f7b1ce557407,Other
1b50f26fa09c0494057a28e365d40325,Conservative
fef6877671f3e7a8f4428114c5fef1d8,Labour
239bfb5cc208756e7ed6a1958b77f27f,Labour
105a5ca39783273573fbaae5c1a43da2,Conservative
04369144c47035bec2898f895a1b432a,Conservative
5518859f252fbd84d3af8fe2ecb588f9,Labour
7e48fd21c5ea1078b7820e594025ccc1,Labour
8c21c09b1049ab9b4ab00958eb2dcc69,Conservative
eea3ae29f874ff77d1e2c8c5cd188245,Conservative
a9eff73ae9d9eedd21b7c2c94d331d0b,Labour
faa5092d992f0e2fb092315f802301a0,Conservative
68efff87d08b08d759cb44a13cd1aa0c,Labour
5bb62948014c4be7f77fe27a1a06b63f,Conservative
a306ba2622847c98cf6e2f26661bbbe7,Other
f5fb8b2bc5c77144708acdff45abebd3,Conservative
90fb3f49f7da94dd432efaa7402454c3,Conservative
117ab1705fbb76a59d91e5f89aeefb43,Other
9bd62d42d84a713dedd807990d4e57cc,Labour
cfaad6ca077ffdc242d12ff1959d6c74,Labour
172626f4e26e8482cb39d13c3720bd63,Labour
b7a856a92fded2fc325309b9877c2ab8,Conservative
bf7b44f934c298d8a0bafc8a013d1e01,Labour
1cacdfc06d81d4937cab0191e54c2847,Labour
b1a20e324515bff0f41c576b692fec1d,Other
578df028717ef3df9f67269ef88c93f5,Conservative
adc8cfbd8aef4bd2d84ef1c5449911df,Conservative
0e70795ae62dd6d04fb36eefd8aedf51,Other
ad603653e0401f301ae7eed7cfd1eb32,Other
8dc644aaf9787944f699b063e0151f69,Labour
1c5074fc402eeb7af6a8800c2ace3af3,Conservative
91c20d87ff56905f51d4f9a261aba11d,Other
f8169ab7a80776f18defd66226d8f762,Labour
192f46791d5604115d7d1e11aef3fd40,Other
d3e106c0c80cbaf99c327a17e07fc4ec,Conservative
19f5e2f2b0460c61ed9c8e21347794bb,Conservative
f2cb2af43a683f44d16f22b1b1e9bf54,Conservative
db636e448849218038991fac5eaa7006,Labour
26a0e5c126bc5b66e93afd7f844c84bb,Conservative
be0183d44328d6d992e618995356ba5b,Labour
3f3e1dd38d25fc5c0f359d4348286ab2,Labour
ed879d9b7e84c94e46cf1b910a0ae055,Conservative
3329738c5a56e596b975eb8b6e789ea4,Conservative
d95ac213f4560cee870dc87ba1a2668e,Conservative
22b6cc807fb1acf02d6465fe053c81d9,Other
bc6b83e305facb29363f7393cd12d5fe,Labour
ea7e48543ab1efd38a8f26f5d2adb273,Labour
aa81bc99d12fc0aad8b3b6356633da0e,Conservative
4d58c8bf0ffd95eaf6482189e82d8cca,Other
332692b9aba3a82d7e4b29baeb75f12a,Conservative
ef5fdc6cd5f18116bd0ef28def455a24,Conservative
ccf4e789305c95a0656d3ceeb84f6013,Conservative
ff71b29c0e345e072b3f01eadcb42a5b,Labour
9fe8b6d95da4fbcbc46da50c4132967c,Labour
34c005aff2b33bfeeaea979a3c2b1c69,Other
797f3fbd4c117dd8a54c06da73f85159,Conservative
0d329cecd99db5d8b5f4b853a1af7504,Conservative
c08ac178367c22c28b2a632509b00f7c,Conservative
e6d79a6fec893531eb28b0cdf618d55d,Conservative
b41ad0ad05a008c62d7f9682558fffcc,Labour
2babb7b81d234b985aca26f1c6369ef3,Labour
0aead9867f63183d731827dbef439426,Labour
e2deb0c58f66cc916ce7120bf6a39777,Labour
9e2d2db838d9b5d1690f17ca1ef0e0eb,Labour
e3b5eb6743993cece51b74eeb39b5ff6,Labour
a29abda0688fe5cc989e62cfd5da7197,Labour
444133050ffcdccb5bb8c89764d1f069,Labour
336bf9b7d8a1bed4611b960391242416,Labour
5e95839bebe024a5b2a12bcb8924dd21,Labour
f7d6db779e8805aac16e1b49472d8de1,Conservative
f765923e6d20d010a12bfdb642190a9b,Conservative
7c16edf2e19d9cd0167491b836090bd1,Conservative
ba17838ebe91e3a4533e8e4cccfc209b,Labour
79f9a7ccc1f7cbe2386d571380ae2c26,Conservative
1bd88a734cdf89a7f1e7d4f532490c16,Other
b96777078612b01912e47e82720391c8,Labour
06769e8e4fbcbdc3519d2181c678da00,Conservative
a4e8e478a22ffe19584d9e84341945e3,Labour
71accb2ae4dcf75006bd9e7903fc4815,Conservative
e152f8a2159df7178d8c9eaa3c6b5bf9,Labour
3c1e98446fae95fa499b535a64eb631e,Conservative
61adc6c42cb851af3e7df3860d7237c1,Labour
fe4a94ff5c85071b52ad113b79a4e50e,Conservative
85df31ad051d349352a03298050918aa,Conservative
6961988f69ca8f526fcee979d8a4c9ae,Labour
d802d82c922573e0fd406dae0ca01006,Labour
4c4cedb16b9acbbac088aa61c26b3d59,Conservative
98efc8caf5aab71fe54c453e463a8692,Labour
a5eb38be9d974b93fa964e1bdda72dc4,Labour
adf8554fa0695f2152f512ecd05d874c,Labour
17684c69e8ef4428dc99cbc90c03bf41,Labour
d26f9246a6aa811a459736b718c07056,Labour
e38f23bb81eeec03efa762088a9a77c4,Labour
819c9cbfd09360314a44d110af504a07,Conservative
fad86ceb1457a1b31e0f2f74d345ab3e,Labour
63e984acdbf6b4ecdefcaae428d3e957,Conservative
59bdb762863a4acf2732b7131ee25826,Labour
674b3babc3add6f000f436c9ef7e7f39,Labour
c395191660ee4ea076f533827e1715d0,Labour
e6cbd48a45f1c245ef39997543cba10c,Labour
d80dcecfab8075db448393b123220e5b,Conservative
70a3e031aee6adbfc304169abe4405cb,Labour
ffa8de34746ebcc86126f2ae5097cd53,Conservative
22785c0cb0b55b97b753a9a014c46421,Labour
39dcadc1c3655e2e59bb305c971539b0,Conservative
88828a910b1b17fd24f94ef547d20257,Conservative
c358a17476b3058c9ee427e99243dfe2,Conservative
9476f6a6b6495f3c4136c6ab8a86807d,Labour
9f7f253988ccd02e065c42118488e403,Labour
c76fdc7d0958f9454003c351c5a2224e,Conservative
4a174b32468d4d656931fb663a091f2c,Other
f4387f0577bbbc465fe5c734d6fd559c,Conservative
b530b84adb865e68325b2fbd5832927f,Labour
5ef0b265abc0a0956e46ca5db13f18b8,Labour
b44924b82ecc3cd486d104a21266962d,Conservative
ae2dcbd418441ea2bdef6bd572a7aebb,Labour
b823dbe3c3a6fce0ff42a663f41d126c,Conservative
1f1cf480b6dcf5dc5ef31658aebd411b,Labour
768858c081bf21f52391d22d4a076c93,Conservative
4d502a1b208a0303e995e051756ab73f,Labour
dca63a5bed6fbe920087247831df25c1,Conservative
b283c55392f44896aef0f0ed29eeb1b6,Conservative
59b7ba4d14f2da3f036e325496f214d1,Labour
a078444f644eb191b758665a7ab0fb6a,Conservative
33322255909cb4bfbfcb18e68b5ac686,Conservative
48dbbdd8d57b8e507441bcd39cd54081,Labour
a18ae680c2f37e50165e998098df8de5,Labour
97d0881c4b2bbdbd9491eb42f54dd0be,Conservative
0a06bc7caefd56d78de46a575f7d1a6d,Conservative
991fab2933316c61e23a36ba5c835b75,Conservative
f3b84f019e0d9dbc9ab333ab5c994846,Labour
c5d743b7f6cb85014af4ce2ae7fb5a2c,Labour
59ac5260b6ee93ae9065a1b9075ba07b,Labour
ad0c4b783fc1535960d24e2339d86743,Conservative
883a1ffbc922885a649940fb34610721,Labour
17998bc86567f5b606e15df37749eb53,Labour
eb02799890cec9a1521395b10397b31b,Conservative
9de456745ffde7cf3358a152e26f10a0,Labour
c811a5f0be77d8bab12aea59707ada70,Labour
7ae4fd27a6d5eaacf954065d6b9b3d98,Conservative
bea81becd8706fedde0196ab65ae5fa2,Other
968b1b88ff06491dfd32a5a7e467d1dc,Labour
2790365f5183e7388f0cc857f95e8a89,Conservative
314b160c8272f308107c33f68e092743,Conservative
9b10c7d8884d902f7ca7b78e791949ea,Conservative
6f1965204135de6b5f29ae044c4fdf91,Labour
0adb839583c0058a4e854b1d48872463,Conservative
8576b04299e240935bf9e2bd95158409,Conservative
70de4410e473a6bce9efb41532593d60,Other
d308462ad584e950e72458adc250300e,Conservative
15f4faca1c365ca51e982ded9a64e4d2,Labour
c18e7b072d0a0e20d10d6f679ed49824,Conservative
29c0ce0921c604edcf7a0e3b735e4e76,Other
5a5d00ab535de4d5e5535f390fef788d,Conservative
85704a4d6a38e3883081a8a27c101e9c,Labour
3875115db548630562ca8f70f8755cd5,Conservative
13677d46e12363b976fe7a6cb0163a09,Conservative
3ea8a3bf81dec6b65b965ffeed18e204,Labour
f081deffa84e595fc1361ea302326ae1,Labour
edcff1e972d9bc0375a03ca76f2d5481,Conservative
8f2b327f0291576049efcc7cdc3e242c,Other
b000f60fef60d0c8057ea0a23c0fa0a3,Labour
843d235eb7cc221f9d30bb40d4436761,Conservative
abcc5c264033fa215552315740d13708,Conservative
5248e943133f37303cb5c76df7ac9b0c,Labour
0fbdcee59e628adcdaf365d1cbf76834,Other
5e35a5dd3cf72f2739080801e464b07c,Other
453df28db64603432a06f8af24cbd8b6,Labour
c14a07f6f952498854689e6b387893cb,Conservative
d19337ca41f271e816dd5bb62b8d1772,Conservative
36278a64cad9ccfa323df92a645f6c84,Other
366dfd12eb59ed607dde2f00ef819274,Labour
7cd18cb296ffbdf7f0451ea2afe8fe2b,Other
aaf9c5b688d569a344c4269f240caedf,Labour
f70a368e2b216ae468e9b85217d32c98,Conservative
a9fa53f014d56f345b6558d26ddf1784,Conservative
1d37b4ef1d4c1ce276b0af5c5155b304,Conservative
eb58d1205816523557d572fee9a63e70,Labour
b78fef138db41c1e894313791aee8aed,Conservative
0c439efcd5048eef3b65d8c8966e9392,Labour
534a87c73ac5bd081c63f4e40b0a31b9,Labour
3b11390c95aaa964560184d33e0bfa3b,Conservative
c6bddb3bd34e85bbf228ad31b33cf0c9,Conservative
cc943fdae85a980fc08fde49ee2d2fac,Labour
245c3b82c88ad0b0848207d403ee1374,Conservative
9f16272351a7f3c413c665a7782669f4,Conservative
b996e45dac544683ce904e08c5d0b8de,Conservative
ba37f9088fd8bdecf88455b522ae63f6,Labour
b9061913a84f86b43e1e2be5dfb05620,Conservative
4a31c1f31ad92e71f6ebc5dd51a30d4f,Conservative
057b22175fbe0e812c58de236a3a0b10,Conservative
a5eed4309dd2f0398541ea570d6041e2,Conservative
42483573daff731d008c5e5fe7b6e527,Other
6796a6f32d09514d9103ab706386cfc6,Labour
3e2dd0ccaebadf2f26734fefd2b3450b,Labour
33b7c4b03c90ac30be52d86c3229577b,Conservative
e02ee81977afc54456e3cf8a36d2700a,Conservative
82bec6d5c9a2034ee9aa1068d8a2bd45,Conservative
0e03edd2f20e5bd9f1b68c468d267ef2,Labour
0fb61e5fc684842e1525f3fbf41aba76,Conservative
2f993b7b492ef6e17424aaa7e0054bdd,Labour
